Derived Data
Scan,Date/Time,Radiant Flux (Watts),Luminous Flux (lumens),Scotopic Luminous Flux (lm'),Chromaticity x coord,Chromaticity y coord,Chromaticity u coord,Chromaticity v coord,Delta uv,Chromaticity u' coord,Chromaticity v' coord,Peak Wavelength (nm),Center Wavelength (nm),Centroid Wavelength (nm),Dominant Wavelength (nm),Full Width Half Max Bandwidth (nm),Excitation Purity (%),Correlated Color Temperature (deg. K),Luminous Efficacy (lm/W),SDCM,Correlation,Correlation Coeficient,Color Rendering Index Average (RA),Color Rendering Index (R1),Color Rendering Index (R2),Color Rendering Index (R3),Color Rendering Index (R4),Color Rendering Index (R5),Color Rendering Index (R6),Color Rendering Index (R7),Color Rendering Index (R8),Color Rendering Index (R9),Color Rendering Index (R10),Color Rendering Index (R11),Color Rendering Index (R12),Color Rendering Index (R13),Color Rendering Index (R14),Measured DUT Current (A),Measured DUT Voltage (V),
530,11/28/2016 2:39:33 PM,1.743E00,5.560E02,1.100E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4714,448.4,447.0,541.4,492.3,20.4,6.1,6338.0,, Cool White,0.0054,0.00144305571065296,70.2542294652572,68.3,73.2,75.2,71.9,69.7,63.9,79.6,60.3,-31.3,35.2,69.2,39,68.3,86,N/A,N/A,
531,11/28/2016 2:39:43 PM,1.758E00,5.619E02,1.112E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.9,540.9,492.2,20.5,6.1,6344.0,, Cool White,0.0054,0.00137295572199714,70.2903821887565,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.2,69.3,39.1,68.4,86,N/A,N/A,
532,11/28/2016 2:39:53 PM,1.759E00,5.623E02,1.113E03,0.3151,0.3339,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,446.9,540.8,492.2,20.5,6.1,6342.0,, Cool White,0.0054,0.0013433278771714,70.2905081741611,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
533,11/28/2016 2:40:03 PM,1.753E00,5.617E02,1.112E03,0.3150,0.3341,0.1975,0.3142,0.0045,0.1975,0.4714,448.5,447.0,540.4,492.3,20.6,6.1,6344.0,, Cool White,0.0054,0.00144278860013899,70.2644549285893,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.4,35.2,69.3,39.1,68.4,86,N/A,N/A,
534,11/28/2016 2:40:13 PM,1.743E00,5.551E02,1.098E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,447.0,541.6,492.2,20.4,6.1,6341.0,, Cool White,0.0054,0.00134894050929588,70.3221353204128,68.4,73.2,75.2,72,69.8,64,79.6,60.3,-31.1,35.3,69.4,39.1,68.5,86,N/A,N/A,
535,11/28/2016 2:40:23 PM,1.765E00,5.619E02,1.112E03,0.3149,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,446.9,541.5,492.1,20.4,6.2,6348.0,, Cool White,0.0054,0.0013684257675143,70.2736267609149,68.4,73.2,75.1,72,69.7,63.9,79.5,60.3,-31.1,35.2,69.3,39.1,68.4,85.9,N/A,N/A,
536,11/28/2016 2:40:33 PM,1.736E00,5.541E02,1.096E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4714,448.5,447.0,541.2,492.4,20.3,6.1,6338.0,, Cool White,0.0054,0.00145024484800967,70.28012989276,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.2,35.2,69.3,39,68.4,86,N/A,N/A,
537,11/28/2016 2:40:43 PM,1.759E00,5.612E02,1.110E03,0.3151,0.3341,0.1976,0.3142,0.0044,0.1976,0.4714,448.4,446.9,541.3,492.3,20.4,6.1,6340.0,, Cool White,0.0054,0.00139585830512331,70.2796727888247,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.2,69.3,39.1,68.4,86,N/A,N/A,
538,11/28/2016 2:40:53 PM,1.766E00,5.622E02,1.113E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,446.9,541.5,492.2,20.4,6.1,6345.0,, Cool White,0.0054,0.00135693098318526,70.3298733890045,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.8,35.3,69.4,39.2,68.4,86,N/A,N/A,
539,11/28/2016 2:41:03 PM,1.772E00,5.622E02,1.113E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4712,448.5,447.0,542.2,492.1,20.4,6.2,6347.0,, Cool White,0.0054,0.00135428432720682,70.3154141758472,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.1,68.4,85.9,N/A,N/A,
540,11/28/2016 2:41:13 PM,1.748E00,5.545E02,1.097E03,0.3151,0.3341,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,446.9,542.3,492.2,20.3,6.1,6340.0,, Cool White,0.0054,0.00138612629212568,70.3303050420907,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.2,68.4,86,N/A,N/A,
541,11/28/2016 2:41:23 PM,1.727E00,5.528E02,1.094E03,0.3151,0.3343,0.1975,0.3143,0.0045,0.1975,0.4715,448.4,447.0,540.7,492.4,20.5,6.1,6339.0,, Cool White,0.0054,0.00150331269120592,70.2383975400122,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.2,-31.5,35.2,69.2,39,68.3,86,N/A,N/A,
542,11/28/2016 2:41:33 PM,1.763E00,5.611E02,1.111E03,0.3150,0.3339,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,447.0,541.5,492.2,20.4,6.1,6345.0,, Cool White,0.0054,0.00136695301749038,70.3276858846972,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.8,35.3,69.4,39.2,68.4,86,N/A,N/A,
543,11/28/2016 2:41:43 PM,1.730E00,5.525E02,1.093E03,0.3152,0.3342,0.1976,0.3143,0.0045,0.1976,0.4715,448.6,446.9,541.1,492.4,20.2,6.1,6334.0,, Cool White,0.0054,0.00143088396586613,70.2698158634842,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.2,35.2,69.3,39,68.4,86,N/A,N/A,
544,11/28/2016 2:41:52 PM,1.730E00,5.523E02,1.092E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4714,448.5,446.9,541.3,492.3,20.5,6.1,6337.0,, Cool White,0.0054,0.00142371682767272,70.2636608646521,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39,68.4,86,N/A,N/A,
545,11/28/2016 2:42:02 PM,1.758E00,5.612E02,1.110E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,446.9,541.1,492.2,20.5,6.1,6338.0,, Cool White,0.0054,0.00134997812627865,70.3032254726,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.3,39.1,68.4,86,N/A,N/A,
546,11/28/2016 2:42:12 PM,1.766E00,5.619E02,1.112E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.8,541.7,492.2,20.4,6.1,6340.0,, Cool White,0.0054,0.00133157720721591,70.3316480894925,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.9,35.3,69.4,39.2,68.4,86,N/A,N/A,
547,11/28/2016 2:42:22 PM,1.735E00,5.529E02,1.094E03,0.3151,0.3341,0.1976,0.3142,0.0044,0.1976,0.4714,448.5,446.9,541.5,492.3,20.3,6.1,6341.0,, Cool White,0.0054,0.00140565527787832,70.2896252189165,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.1,35.2,69.3,39.1,68.4,86,N/A,N/A,
548,11/28/2016 2:42:32 PM,1.734E00,5.522E02,1.092E03,0.3151,0.3343,0.1975,0.3143,0.0045,0.1975,0.4715,448.4,446.9,541.6,492.4,20.4,6.1,6337.0,, Cool White,0.0054,0.00147728492642743,70.2640449233194,68.3,73.2,75.2,71.9,69.7,64,79.6,60.3,-31.3,35.2,69.3,39.1,68.3,86,N/A,N/A,
549,11/28/2016 2:42:41 PM,1.751E00,5.601E02,1.108E03,0.3150,0.3341,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.9,540.6,492.2,20.4,6.1,6342.0,, Cool White,0.0054,0.00141274768647142,70.2419706078929,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.2,-31.4,35.2,69.2,39.1,68.3,86,N/A,N/A,
550,11/28/2016 2:42:51 PM,1.743E00,5.543E02,1.097E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.9,541.8,492.2,20.3,6.1,6341.0,, Cool White,0.0054,0.00137277141009562,70.2837927726907,68.4,73.2,75.2,72,69.7,64,79.5,60.3,-31.1,35.2,69.3,39.1,68.4,86,N/A,N/A,
551,11/28/2016 2:43:01 PM,1.730E00,5.518E02,1.092E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.9,541.2,492.2,20.4,6.1,6341.0,, Cool White,0.0054,0.00137213397817885,70.3126579831945,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-31,35.3,69.4,39.1,68.4,86,N/A,N/A,
552,11/28/2016 2:43:11 PM,1.731E00,5.521E02,1.092E03,0.3151,0.3341,0.1976,0.3143,0.0044,0.1976,0.4714,448.5,446.9,541.4,492.3,20.2,6.1,6338.0,, Cool White,0.0054,0.00140487307087959,70.276897833566,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.2,35.2,69.3,39.1,68.4,86,N/A,N/A,
553,11/28/2016 2:43:21 PM,1.759E00,5.592E02,1.106E03,0.3151,0.3341,0.1976,0.3142,0.0044,0.1976,0.4714,448.5,446.9,541.9,492.3,20.4,6.1,6340.0,, Cool White,0.0054,0.00140161130195183,70.2528266926103,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39.1,68.3,86,N/A,N/A,
554,11/28/2016 2:43:30 PM,1.742E00,5.575E02,1.103E03,0.3151,0.3342,0.1975,0.3143,0.0045,0.1975,0.4714,448.5,446.9,540.8,492.4,20.3,6.1,6339.0,, Cool White,0.0054,0.00145877567641748,70.2469285518888,68.3,73.2,75.2,71.9,69.7,64,79.5,60.2,-31.6,35.2,69.3,39.1,68.3,86,N/A,N/A,
555,11/28/2016 2:43:40 PM,1.730E00,5.520E02,1.092E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4714,448.4,446.9,541.3,492.4,20.4,6.1,6336.0,, Cool White,0.0054,0.00143224563741847,70.2557978427527,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39.1,68.3,86,N/A,N/A,
556,11/28/2016 2:43:50 PM,1.735E00,5.521E02,1.092E03,0.3151,0.3341,0.1976,0.3143,0.0044,0.1976,0.4714,448.4,446.9,541.8,492.3,20.4,6.1,6337.0,, Cool White,0.0054,0.00138903347544886,70.2967768959056,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31,35.2,69.3,39.1,68.4,86,N/A,N/A,
557,11/28/2016 2:44:00 PM,1.726E00,5.507E02,1.089E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4714,448.4,446.9,541.3,492.4,20.3,6.1,6336.0,, Cool White,0.0054,0.00145027467107585,70.2533700009962,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.2,39,68.3,86,N/A,N/A,
558,11/28/2016 2:44:10 PM,1.756E00,5.584E02,1.105E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,446.9,541.7,492.2,20.3,6.1,6342.0,, Cool White,0.0054,0.00134850679073712,70.3250548782934,68.4,73.2,75.2,72,69.8,64,79.6,60.4,-30.8,35.3,69.4,39.1,68.4,85.9,N/A,N/A,
559,11/28/2016 2:44:19 PM,1.752E00,5.575E02,1.103E03,0.3150,0.3341,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.9,541.7,492.2,20.5,6.1,6342.0,, Cool White,0.0054,0.00140124100546739,70.2342964739313,68.3,73.2,75.1,71.9,69.7,63.9,79.5,60.3,-31.3,35.1,69.2,39,68.3,85.9,N/A,N/A,
560,11/28/2016 2:44:29 PM,1.731E00,5.507E02,1.089E03,0.3151,0.3341,0.1976,0.3143,0.0044,0.1976,0.4714,448.4,447.0,541.8,492.3,20.1,6.1,6336.0,, Cool White,0.0054,0.00137971028987755,70.2729478939889,68.3,73.2,75.2,71.9,69.7,64,79.5,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
561,11/28/2016 2:44:39 PM,1.729E00,5.506E02,1.089E03,0.3152,0.3342,0.1976,0.3143,0.0044,0.1976,0.4714,448.5,446.9,541.8,492.3,20.2,6.1,6334.0,, Cool White,0.0054,0.00140223750770471,70.2503027313651,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.2,-31.4,35.2,69.3,39,68.3,86,N/A,N/A,
562,11/28/2016 2:44:49 PM,1.750E00,5.572E02,1.102E03,0.3151,0.3341,0.1976,0.3143,0.0045,0.1976,0.4714,448.5,446.9,541.7,492.3,20.3,6.1,6340.0,, Cool White,0.0054,0.00143029352576713,70.2904321109064,68.4,73.2,75.1,72,69.8,64,79.5,60.3,-31.1,35.2,69.4,39.1,68.4,85.9,N/A,N/A,
563,11/28/2016 2:44:59 PM,1.750E00,5.583E02,1.104E03,0.3151,0.3342,0.1975,0.3143,0.0045,0.1975,0.4714,448.3,446.9,541.4,492.3,20.4,6.1,6340.0,, Cool White,0.0054,0.00147404594144587,70.2393193982837,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.4,35.1,69.2,39,68.3,86,N/A,N/A,
564,11/28/2016 2:45:08 PM,1.743E00,5.557E02,1.099E03,0.3151,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.5,447.0,541.3,492.2,20.3,6.1,6340.0,, Cool White,0.0054,0.00138256988691014,70.2952648348534,68.4,73.2,75.2,72,69.7,64,79.6,60.3,-31.2,35.3,69.3,39.1,68.4,86,N/A,N/A,
565,11/28/2016 2:45:18 PM,1.733E00,5.509E02,1.090E03,0.3151,0.3341,0.1976,0.3143,0.0044,0.1976,0.4714,448.5,446.9,542.0,492.3,20.4,6.1,6337.0,, Cool White,0.0054,0.0014087988637579,70.2670948030591,68.3,73.2,75.2,71.9,69.7,64,79.5,60.3,-31.3,35.2,69.3,39.1,68.4,86,N/A,N/A,
566,11/28/2016 2:45:28 PM,1.726E00,5.499E02,1.087E03,0.3152,0.3342,0.1976,0.3143,0.0044,0.1976,0.4714,448.3,446.9,541.5,492.3,20.3,6.1,6335.0,, Cool White,0.0054,0.00141587613153826,70.2799837218104,68.4,73.2,75.2,72,69.7,64,79.5,60.3,-31.1,35.2,69.3,39.1,68.4,86,N/A,N/A,
567,11/28/2016 2:45:38 PM,1.749E00,5.584E02,1.105E03,0.3150,0.3340,0.1976,0.3142,0.0044,0.1976,0.4713,448.4,446.9,541.0,492.2,20.3,6.1,6342.0,, Cool White,0.0054,0.00135454788695445,70.2871561887268,68.4,73.2,75.2,72,69.7,64,79.5,60.3,-31.1,35.2,69.3,39.1,68.4,86,N/A,N/A,
568,11/28/2016 2:45:48 PM,1.756E00,5.580E02,1.104E03,0.3150,0.3340,0.1975,0.3142,0.0044,0.1975,0.4713,448.4,446.9,542.0,492.2,20.2,6.1,6345.0,, Cool White,0.0054,0.00141023818219416,70.2815128156828,68.4,73.2,75.2,72,69.7,63.9,79.5,60.4,-31,35.2,69.3,39.1,68.4,86,N/A,N/A,
569,11/28/2016 2:45:57 PM,1.727E00,5.502E02,1.088E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4714,448.4,446.9,541.6,492.3,20.4,6.1,6336.0,, Cool White,0.0054,0.0014291296129452,70.2716760176934,68.3,73.2,75.2,71.9,69.7,64,79.5,60.3,-31.2,35.2,69.3,39.1,68.4,86,N/A,N/A,
570,11/28/2016 2:46:07 PM,1.721E00,5.492E02,1.086E03,0.3151,0.3342,0.1975,0.3143,0.0045,0.1975,0.4714,448.5,446.9,541.3,492.4,20.2,6.1,6339.0,, Cool White,0.0054,0.00146672260833873,70.2154930530665,68.3,73.1,75.1,71.9,69.6,63.9,79.5,60.2,-31.5,35.1,69.2,39,68.3,85.9,N/A,N/A,
571,11/28/2016 2:46:17 PM,1.742E00,5.562E02,1.100E03,0.3151,0.3341,0.1976,0.3143,0.0044,0.1976,0.4714,448.4,446.9,541.1,492.3,20.3,6.1,6338.0,, Cool White,0.0054,0.00141047487510231,70.2480267697849,68.3,73.2,75.1,71.9,69.7,63.9,79.5,60.3,-31.3,35.1,69.3,39,68.4,85.9,N/A,N/A,
572,11/28/2016 2:46:27 PM,1.740E00,5.560E02,1.099E03,0.3151,0.3341,0.1976,0.3143,0.0044,0.1976,0.4714,448.5,446.9,540.9,492.3,20.3,6.1,6337.0,, Cool White,0.0054,0.00139715384607836,70.2392971125942,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.2,-31.4,35.2,69.3,39,68.3,86,N/A,N/A,
573,11/28/2016 2:46:37 PM,1.716E00,5.493E02,1.086E03,0.3152,0.3343,0.1976,0.3143,0.0045,0.1976,0.4715,448.4,446.9,540.8,492.4,20.2,6.1,6333.0,, Cool White,0.0054,0.00145791604892191,70.2329006882565,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.2,-31.5,35.2,69.3,39,68.3,86,N/A,N/A,
574,11/28/2016 2:46:47 PM,1.722E00,5.484E02,1.084E03,0.3152,0.3343,0.1976,0.3143,0.0045,0.1976,0.4715,448.4,446.9,541.8,492.4,20.1,6.1,6333.0,, Cool White,0.0054,0.00145798418332164,70.223250236777,68.3,73.2,75.2,71.9,69.6,63.9,79.5,60.2,-31.5,35.1,69.2,39,68.3,86,N/A,N/A,
575,11/28/2016 2:46:57 PM,1.747E00,5.560E02,1.100E03,0.3151,0.3341,0.1976,0.3143,0.0045,0.1976,0.4714,448.4,446.9,541.7,492.3,20.4,6.1,6341.0,, Cool White,0.0054,0.00142967920388367,70.2726542105224,68.4,73.2,75.1,72,69.7,63.9,79.5,60.3,-31.1,35.2,69.3,39.1,68.4,85.9,N/A,N/A,
576,11/28/2016 2:47:07 PM,1.723E00,5.488E02,1.085E03,0.3152,0.3343,0.1976,0.3143,0.0045,0.1976,0.4715,448.4,446.9,541.7,492.4,20.2,6.1,6334.0,, Cool White,0.0054,0.00147369969603846,70.2569230502178,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39,68.3,86,N/A,N/A,
577,11/28/2016 2:47:17 PM,1.718E00,5.475E02,1.082E03,0.3152,0.3343,0.1976,0.3143,0.0045,0.1976,0.4715,448.5,447.0,541.7,492.4,20.1,6.0,6331.0,, Cool White,0.0054,0.00145189427267433,70.2688634202039,68.4,73.2,75.2,71.9,69.7,63.9,79.6,60.3,-31.2,35.2,69.3,39,68.4,86,N/A,N/A,
578,11/28/2016 2:47:27 PM,1.735E00,5.544E02,1.097E03,0.3151,0.3341,0.1976,0.3142,0.0044,0.1976,0.4714,448.4,446.9,540.9,492.3,20.3,6.1,6340.0,, Cool White,0.0054,0.00139057300327266,70.2551631130471,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39,68.4,85.9,N/A,N/A,
579,11/28/2016 2:47:37 PM,1.700E00,5.457E02,1.079E03,0.3152,0.3344,0.1975,0.3143,0.0045,0.1975,0.4715,448.3,446.9,540.3,492.5,20.3,6.1,6334.0,, Cool White,0.0054,0.00149653012747271,70.2053982953543,68.2,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.6,35.1,69.2,38.9,68.3,86,N/A,N/A,
580,11/28/2016 2:47:47 PM,1.713E00,5.462E02,1.080E03,0.3151,0.3342,0.1976,0.3143,0.0045,0.1976,0.4715,448.4,446.9,541.5,492.4,20.2,6.1,6336.0,, Cool White,0.0054,0.00145576154102693,70.26305206761,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39,68.4,86,N/A,N/A,
581,11/28/2016 2:47:57 PM,1.709E00,5.452E02,1.078E03,0.3151,0.3343,0.1975,0.3143,0.0045,0.1975,0.4715,448.4,447.0,541.5,492.4,20.2,6.1,6336.0,, Cool White,0.0054,0.00148913600537502,70.2036403310842,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.5,35.1,69.2,38.9,68.3,86,N/A,N/A,
582,11/28/2016 2:48:07 PM,1.708E00,5.449E02,1.077E03,0.3152,0.3343,0.1976,0.3143,0.0045,0.1976,0.4715,448.4,446.9,541.4,492.4,20.2,6.0,6331.0,, Cool White,0.0054,0.00143784788304573,70.2682053031667,68.3,73.2,75.2,72,69.7,64,79.5,60.3,-31.3,35.2,69.3,39,68.4,86,N/A,N/A,
583,11/28/2016 2:48:17 PM,1.705E00,5.443E02,1.076E03,0.3153,0.3345,0.1976,0.3144,0.0045,0.1976,0.4716,448.3,446.9,541.5,492.5,20.1,6.0,6329.0,, Cool White,0.0054,0.00150081571105036,70.2201757017565,68.3,73.2,75.2,71.9,69.6,63.9,79.5,60.2,-31.6,35.2,69.2,38.9,68.3,86,N/A,N/A,
584,11/28/2016 2:48:26 PM,1.706E00,5.435E02,1.074E03,0.3152,0.3344,0.1976,0.3144,0.0045,0.1976,0.4715,448.4,446.9,541.8,492.5,20.3,6.0,6330.0,, Cool White,0.0054,0.00146672797215741,70.2228324309092,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.5,35.1,69.2,39,68.3,86,N/A,N/A,
585,11/28/2016 2:48:36 PM,1.698E00,5.429E02,1.072E03,0.3153,0.3346,0.1976,0.3144,0.0045,0.1976,0.4717,448.4,446.9,541.2,492.6,20.2,6.0,6323.0,, Cool White,0.0054,0.00151699374601375,70.2105505656527,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.6,35.1,69.2,38.9,68.3,86,N/A,N/A,
586,11/28/2016 2:48:46 PM,1.693E00,5.426E02,1.072E03,0.3153,0.3345,0.1976,0.3144,0.0045,0.1976,0.4716,448.3,446.9,540.7,492.5,20.2,6.0,6328.0,, Cool White,0.0054,0.00149827271749023,70.1718313240961,68.2,73.1,75.2,71.8,69.6,63.8,79.5,60.1,-31.7,35,69.2,38.9,68.2,86,N/A,N/A,
587,11/28/2016 2:48:56 PM,1.699E00,5.431E02,1.074E03,0.3152,0.3344,0.1975,0.3144,0.0045,0.1975,0.4716,448.4,447.0,541.2,492.5,20.2,6.0,6331.0,, Cool White,0.0054,0.0015116688654968,70.2228135113143,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.5,35.1,69.2,38.9,68.3,86,N/A,N/A,
588,11/28/2016 2:49:06 PM,1.713E00,5.432E02,1.074E03,0.3153,0.3344,0.1976,0.3144,0.0045,0.1976,0.4716,448.5,446.9,542.7,492.5,20.1,6.0,6329.0,, Cool White,0.0054,0.00147042372530026,70.2496779602087,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.3,35.2,69.3,39,68.3,86,N/A,N/A,
589,11/28/2016 2:49:16 PM,1.704E00,5.425E02,1.072E03,0.3152,0.3344,0.1976,0.3144,0.0045,0.1976,0.4716,448.4,446.9,541.9,492.5,20.1,6.0,6330.0,, Cool White,0.0054,0.00150748325600898,70.2181495592,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.4,35.1,69.2,38.9,68.3,86,N/A,N/A,
590,11/28/2016 2:49:26 PM,1.704E00,5.423E02,1.072E03,0.3152,0.3342,0.1976,0.3143,0.0045,0.1976,0.4715,448.4,446.9,541.8,492.4,20.2,6.1,6334.0,, Cool White,0.0054,0.00143149177533412,70.2488595398365,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.3,-31.2,35.2,69.3,39,68.3,86,N/A,N/A,
591,11/28/2016 2:49:36 PM,1.700E00,5.423E02,1.072E03,0.3153,0.3345,0.1976,0.3144,0.0045,0.1976,0.4716,448.4,446.9,541.5,492.6,20.1,6.0,6328.0,, Cool White,0.0054,0.00152150009041863,70.190167537942,68.2,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.6,35.1,69.2,38.9,68.2,86,N/A,N/A,
592,11/28/2016 2:49:46 PM,1.694E00,5.413E02,1.069E03,0.3154,0.3345,0.1976,0.3144,0.0045,0.1976,0.4716,448.5,446.9,541.4,492.6,20.2,6.0,6323.0,, Cool White,0.0054,0.00149880449304098,70.2059343189119,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.1,-31.7,35.1,69.2,38.9,68.3,86,N/A,N/A,
593,11/28/2016 2:49:56 PM,1.722E00,5.506E02,1.088E03,0.3153,0.3343,0.1976,0.3144,0.0045,0.1976,0.4715,448.4,446.9,541.1,492.5,20.2,6.0,6328.0,, Cool White,0.0054,0.00143481410027389,70.2110935198972,68.3,73.1,75.1,71.9,69.7,63.9,79.5,60.2,-31.4,35.1,69.3,39,68.3,85.9,N/A,N/A,
594,11/28/2016 2:50:06 PM,1.699E00,5.431E02,1.073E03,0.3153,0.3344,0.1976,0.3144,0.0045,0.1976,0.4716,448.3,446.9,541.0,492.5,20.2,6.0,6328.0,, Cool White,0.0054,0.00148172409889514,70.2107119285746,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.6,35.1,69.2,38.9,68.3,86,N/A,N/A,
595,11/28/2016 2:50:16 PM,1.695E00,5.420E02,1.070E03,0.3153,0.3345,0.1976,0.3144,0.0045,0.1976,0.4716,448.4,446.9,541.3,492.6,20.1,6.0,6324.0,, Cool White,0.0054,0.00150428736921142,70.181816347886,68.2,73.1,75.2,71.9,69.6,63.9,79.5,60.1,-31.7,35.1,69.2,38.9,68.2,86,N/A,N/A,
596,11/28/2016 2:50:26 PM,1.696E00,5.408E02,1.069E03,0.3152,0.3344,0.1976,0.3144,0.0045,0.1976,0.4716,448.4,446.9,541.5,492.5,20.2,6.0,6329.0,, Cool White,0.0054,0.00149663152996856,70.2269808627102,68.3,73.1,75.2,71.9,69.7,63.9,79.5,60.2,-31.5,35.1,69.3,39,68.3,86,N/A,N/A,
597,11/28/2016 2:50:36 PM,1.718E00,5.488E02,1.085E03,0.3152,0.3344,0.1975,0.3144,0.0045,0.1975,0.4715,448.4,446.9,541.4,492.5,20.2,6.0,6332.0,, Cool White,0.0054,0.00150893063978861,70.1950928372788,68.3,73.1,75.1,71.9,69.6,63.9,79.5,60.2,-31.5,35.1,69.2,38.9,68.3,85.9,N/A,N/A,
598,11/28/2016 2:50:46 PM,1.729E00,5.511E02,1.089E03,0.3151,0.3343,0.1975,0.3143,0.0045,0.1975,0.4715,448.4,446.9,541.5,492.4,20.2,6.1,6336.0,, Cool White,0.0054,0.00147340680231427,70.2013717222807,68.3,73.1,75.1,71.9,69.6,63.9,79.5,60.2,-31.6,35.1,69.2,39,68.3,85.9,N/A,N/A,
599,11/28/2016 2:50:56 PM,1.689E00,5.410E02,1.069E03,0.3152,0.3344,0.1976,0.3144,0.0045,0.1976,0.4715,448.5,446.9,540.9,492.5,20.1,6.0,6331.0,, Cool White,0.0054,0.00147815008630965,70.2114462643094,68.3,73.1,75.2,71.9,69.6,63.9,79.5,60.2,-31.6,35.1,69.2,38.9,68.3,86,N/A,N/A,
600,11/28/2016 2:51:06 PM,1.697E00,5.408E02,1.069E03,0.3153,0.3344,0.1976,0.3144,0.0045,0.1976,0.4716,448.4,446.9,541.8,492.5,20.1,6.0,6329.0,, Cool White,0.0054,0.00148544085576808,70.2542434367483,68.3,73.2,75.2,71.9,69.7,63.9,79.5,60.2,-31.3,35.2,69.3,39,68.3,86,N/A,N/A,
